2025-01-01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Nemzetiségi önkormányzat,,,,,,,,,,,,
Helység megnevezése,Helység KSH kódja,Helység jogállása,Vármegye megnevezése,Járás kódja,Járás neve,Járás székhelye,"Polgármesteri hivatal, közös önkormányzati hivatal kódja","Polgármesteri hivatal, közös önkormányzati hivatal székhelye",Terület  (hektár),Lakó-népesség,Lakások száma,Becsült terület-adatokkal,bolgár  ,görög  ,horvát  ,lengyel  ,német  ,örmény  ,roma,román  ,ruszin  ,szerb  ,szlovák  ,szlovén  ,ukrán  
Szentegát,33613,község,Baranya,033 0,Szigetvári,Szigetvár,5 ,Dencsháza,"2,778",320,148,,,,,,,,1,,,,,,
Szentendre,15440,város,Pest,135 1,Szentendrei,Szentendre,2 ,[Helyben],"4,382",28483,11688,,1,1,1,1,,,1,1,,1,,,1
Szentes,14456,város,Csongrád-Csanád,076 1,Szentesi,Szentes,2 ,[Helyben],"35,325",24482,12505,,,,,,,,1,,,,,,
Szentgál,07922,község,Veszprém,191 0,Veszprémi,Veszprém,1 ,–,"9,502",2616,1006,,,,,,,,1,,,,,,
Szentgáloskér,12973,község,Somogy,143 0,Kaposvári,Kaposvár,5 ,Gölle,"2,725",466,236,,,,,,,,,,,,,,
Szentgotthárd,31583,város,Vas,180 1,Szentgotthárdi,Szentgotthárd,2 ,[Helyben],"6,773",8064,3520,,,,,,1,,1,,,,,1,
Szentgyörgyvár,23126,község,Zala,193 0,Keszthelyi,Keszthely,5 ,Sármellék,"1,165",371,180,,,,,,,,,,,,,,
Szentgyörgyvölgy,18652,község,Zala,194 0,Lenti,Lenti,5 ,Csesztreg,"2,958",360,211,,,,,,,,,,,,,,
Szentimrefalva,10065,község,Veszprém,188 0,Sümegi,Sümeg,5 ,Csabrendek,"1,087",169,95,,,,,,,,,,,,,,
Szentistván,22169,nagyközség,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,2 ,[Helyben],"5,107",2355,1112,,,,,,,,1,,,,,,
Szentistvánbaksa,08484,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5 ,Szikszó,656,233,129,,,,,,,,,,,,,,
Szentjakabfa,11545,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,5 ,Zánka,576,110,51,,,,,,1,,,,,,,,
Szentkatalin,09803,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,5 ,Szentlőrinc,"1,331",97,66,,,,,,,,,,,,,,
Szentkirály,21120,község,Bács-Kiskun,044 0,Tiszakécskei,Tiszakécske,2 ,[Helyben],"10,189",1877,918,,,,,,,,,,,,,,
Szentkirályszabadja,16267,község,Veszprém,191 0,Veszprémi,Veszprém,1 ,–,"2,238",2022,729,,,,,,,,1,,,,,,
Szentkozmadombja,03124,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5 ,Bak,508,82,66,,,,,,,,,,,,,,
Szentlászló,16355,község,Baranya,033 0,Szigetvári,Szigetvár,2 ,[Helyben],"1,406",730,285,,,,,,1,,,,,,,,
Szentliszló,08615,község,Zala,195 0,Letenyei,Letenye,5 ,Bánokszentgyörgy,689,259,130,,,,,,,,,,,,,,
Szentlőrinc,15866,város,Baranya,032 1,Szentlőrinci,Szentlőrinc,2 ,[Helyben],"2,781",5899,2548,,,,1,,1,,1,,,,,,
Szentlőrinckáta,07542,község,Pest,131 0,Nagykátai,Nagykáta,5 ,Szentmártonkáta,"2,015",1875,834,,,,,,,,,,,,,,
Szentmargitfalva,14225,község,Zala,195 0,Letenyei,Letenye,5 ,Bázakerettye,312,78,65,,,,,,,,,,,,,,
Szentmártonkáta,28653,nagyközség,Pest,131 0,Nagykátai,Nagykáta,2 ,[Helyben],"5,218",4947,2001,,,,,,,,1,,,,,,
Szentpéterfa,21254,község,Vas,181 0,Szombathelyi,Szombathely,5 ,Pornóapáti,"3,124",950,385,,,,1,,,,,,,,,,
Szentpéterfölde,30067,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5 ,Bak,"1,199",107,79,,,,,,,,,,,,,,
Szentpéterszeg,19099,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,5 ,Hencida,"2,551",967,471,,,,,,,,,,,,,,
Szentpéterúr,11165,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5 ,Nagypáli,"1,596",926,408,,,,,,,,1,,,,,,
Szenyér,30146,község,Somogy,144 0,Marcali,Marcali,5 ,Böhönye,"2,019",284,135,,,,,,,,1,,,,,,
Szepetnek,07700,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5 ,Újudvar,"3,039",1435,547,,,,1,,1,,1,,,,,,
Szerecseny,03887,község,Győr-Moson-Sopron,092 0,Téti,Tét,5 ,Gyömöre,"1,238",834,367,,,,,,,,,,,,,,
Szeremle,28820,község,Bács-Kiskun,035 0,Bajai,Baja,2 ,[Helyben],"3,406",1225,610,,,,,,,,1,,,,,,
Szerencs,30739,város,Borsod-Abaúj-Zemplén,066 1,Szerencsi,Szerencs,1 ,–,"3,668",8300,3777,,,,,,1,,1,,,,,,
Szerep,33437,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,5 ,Püspökladány,"5,604",1437,504,,,,,,,,1,,,,,,
Szergény,27793,község,Vas,176 0,Celldömölki,Celldömölk,5 ,Kenyeri,"1,561",252,164,,,,,,,,,,,,,,
Szigetbecse,26259,község,Pest,134 0,Ráckevei,Ráckeve,2 ,[Helyben],"1,712",1429,634,,,,,,1,,,,,,,,
Szigetcsép,07870,község,Pest,134 0,Ráckevei,Ráckeve,1 ,–,"1,820",2821,1110,,,,,,1,,,,,1,,,
Szigethalom,13277,város,Pest,136 0,Szigetszentmiklósi,Szigetszentmiklós,1 ,–,912,18382,6680,,,,,,,,,,,,,,
Szigetmonostor,26213,község,Pest,135 0,Szentendrei,Szentendre,1 ,–,"2,351",2991,1503,,,,,,,,,,,,,,
Szigetszentmárton,15185,község,Pest,134 0,Ráckevei,Ráckeve,1 ,–,"1,073",2659,1315,,,,,,1,,,,,,,,
Szigetszentmiklós,28954,város,Pest,136 1,Szigetszentmiklósi,Szigetszentmiklós,1 ,–,"4,565",40132,16694,,1,1,,,1,,1,1,1,,,,1
Szigetújfalu,22114,község,Pest,134 0,Ráckevei,Ráckeve,1 ,–,"1,083",2139,931,,,,,,1,,,,,,,,
Szigetvár,26578,város,Baranya,033 1,Szigetvári,Szigetvár,1 ,–,"3,952",9383,4919,,,,1,,1,,1,,,,,,
Szigliget,24891,község,Veszprém,189 0,Tapolcai,Tapolca,2 ,[Helyben],"3,426",849,412,,,,,,,,,,,,,,
Szihalom,11013,község,Heves,105 0,Füzesabonyi,Füzesabony,2 ,[Helyben],"3,417",2016,984,,,,,,,,,,,,,,
Szijártóháza,26161,község,Zala,194 0,Lenti,Lenti,5 ,Rédics,378,50,27,,,,,,,,,,,,,,
Szikszó,21351,város,Borsod-Abaúj-Zemplén,067 1,Szikszói,Szikszó,2 ,[Helyben],"3,623",5415,2116,,,,,,,,1,,1,,,,
Szil,19266,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,2 ,[Helyben],"3,103",1295,601,,,,,,,,1,,,,,,
Szilágy,19831,község,Baranya,028 0,Pécsi,Pécs,5 ,Bogád,"1,155",277,134,,,,,,1,,,,,,,,
Szilaspogony,07959,község,Nógrád,120 0,Salgótarjáni,Salgótarján,5 ,Somoskőújfalu,"1,440",320,167,,,,,,,,1,,,,,,
Szilsárkány,03364,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,2 ,[Helyben],"1,670",675,318,,,,,,,,,,,,,,
Szilvágy,17853,község,Zala,194 0,Lenti,Lenti,5 ,Zalabaksa,"2,427",187,93,,,,,,,,,,,,,,
Szilvás,24712,község,Baranya,028 0,Pécsi,Pécs,5 ,Szalánta,604,130,57,,,,,,,,,,,,,,
Szilvásvárad,05643,község,Heves,103 0,Bélapátfalvai,Bélapátfalva,2 ,[Helyben],"3,782",1379,751,,,,,,,,,,,,,,
Szilvásszentmárton,32461,község,Somogy,143 0,Kaposvári,Kaposvár,5 ,Simonfa,708,172,64,,,,,,,,,,,,,,
Szin,20871,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5 ,Bódvaszilas,"1,810",753,241,,,,,,,,1,,,,,,
Szinpetri,11493,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5 ,Bódvaszilas,971,189,99,,,,,,,,,,,,,,
Szirák,21634,község,Nógrád,118 0,Pásztói,Pásztó,5 ,Vanyarc,"1,909",1093,427,,,,,,,,1,,,,,,
Szirmabesenyő,09496,nagyközség,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,1 ,–,"1,575",4331,1663,,,,,,,,,,,,,,
Szob,24916,város,Pest,137 1,Szobi,Szob,1 ,–,"1,797",2488,1101,,,,,,,,,,,,,,
Szokolya,06947,község,Pest,137 0,Szobi,Szob,5 ,Kismaros,"5,905",1919,790,,,,,,,,,,,,,,
Szólád,15194,község,Somogy,146 0,Siófoki,Siófok,5 ,Balatonföldvár,"1,998",516,297,,,,,,,,,,,,,,
Szolnok,27854,"megyeszékhely, megyei jogú város",Jász-Nagykun-Szolnok,167 1,Szolnoki,Szolnok,1 ,–,"18,724",65564,36006,,,1,,1,,,1,,,,,,1
Szombathely,03009,"megyeszékhely, megyei jogú város",Vas,181 1,Szombathelyi,Szombathely,1 ,–,"9,870",76918,36687,,,,1,,1,,1,,,,,1,
Szomód,22619,község,Komárom-Esztergom,114 0,Tatai,Tata,1 ,–,"2,834",2347,902,,,,,,1,,,,,,,,
Szomolya,18892,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,2 ,[Helyben],"2,269",1469,706,,,,,,,,,,,,,,
Szomor,21421,község,Komárom-Esztergom,115 0,Tatabányai,Tatabánya,5 ,Gyermely,"1,319",1092,407,,,,,,1,,,,,,,,
Szorgalmatos,34388,község,Szabolcs-Szatmár-Bereg,158 0,Tiszavasvári,Tiszavasvári,5 ,Tiszalök,844,719,333,,,,,,,,,,,,,,
Szorosad,05193,község,Somogy,147 0,Tabi,Tab,5 ,Törökkoppány,648,92,54,,,,,,,,,,,,,,
Szőc,16692,község,Veszprém,183 0,Ajkai,Ajka,5 ,Nyirád,754,457,119,,,,,,,,,,,,,,
Szőce,19521,község,Vas,177 0,Körmendi,Körmend,5 ,Nádasd,"1,871",333,219,,,,,,,,,,,,,,
Sződ,12690,község,Pest,138 0,Váci,Vác,1 ,–,"1,354",3473,1122,,,,,,,,,,,,,,
Sződliget,28866,nagyközség,Pest,138 0,Váci,Vác,2 ,[Helyben],731,4915,1715,,,,,,,,,,,,,,
Szögliget,16179,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5 ,Perkupa,"3,474",516,391,,,,,,,,,,,,,,
Szőke,22211,község,Baranya,028 0,Pécsi,Pécs,5 ,Regenye,648,120,52,,,,,,,,1,,,,,,
Szőkéd,07694,község,Baranya,028 0,Pécsi,Pécs,5 ,Pécsudvard,958,351,139,,,,1,,,,1,,,,,,
Szőkedencs,05810,község,Somogy,144 0,Marcali,Marcali,5 ,Balatonszentgyörgy,"1,869",280,189,,,,,,,,,,,,,,
Szőlősardó,07889,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5 ,Perkupa,"1,066",101,87,,,,,,,,,,,,,,
Szőlősgyörök,11101,község,Somogy,142 0,Fonyódi,Fonyód,5 ,Buzsák,"1,863",1205,607,,,,,,,,,,,,,,
Szörény,05528,község,Baranya,033 0,Szigetvári,Szigetvár,5 ,Kétújfalu,441,80,33,,,,,,,,,,,,,,
Szúcs,13523,község,Heves,104 0,Egri,Eger,5 ,Egercsehi,849,346,164,,,,,,,,1,,,,,,
Szuha,28194,község,Nógrád,117 0,Bátonyterenyei,Bátonyterenye,5 ,Mátramindszent,"1,756",550,374,,,,,,,,,,,,1,,
Szuhafő,03160,község,Borsod-Abaúj-Zemplén,063 0,Putnoki,Putnok,5 ,Ragály,"1,605",98,81,,,,,,,,,,,,,,
Szuhakálló,11110,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,2 ,[Helyben],696,927,378,,,,,,,,1,,,,,,
Szuhogy,24606,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5 ,Szendrő,"1,700",986,435,,,,,,,,1,,,,,,
Szulimán,15404,község,Baranya,033 0,Szigetvári,Szigetvár,5 ,Mozsgó,"1,049",222,108,,,,,,,,,,,,,,
Szulok,10986,község,Somogy,140 0,Barcsi,Barcs,5 ,Homokszentgyörgy,"2,791",558,291,,,,,,1,,,,,,,,
Szurdokpüspöki,19044,község,Nógrád,118 0,Pásztói,Pásztó,2 ,[Helyben],"2,670",1792,893,,,,,,,,,,,,,,
Szűcsi,09982,község,Heves,107 0,Hatvani,Hatvan,5 ,Rózsaszentmárton,"1,738",1409,653,,,,,,,,,,,,,,
Szügy,18786,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,2 ,[Helyben],"1,950",1391,518,,,,,,,,1,,,,1,,
Szűr,11217,község,Baranya,027 0,Mohácsi,Mohács,5 ,Himesháza,784,237,122,,,,,,1,,,,,,,,
Tab,08590,város,Somogy,147 1,Tabi,Tab,2 ,[Helyben],"2,586",3971,1906,,,,,,,,,,,,,,
Tabajd,14465,község,Fejér,077 0,Bicskei,Bicske,5 ,Felcsút,"2,657",973,367,,,,,,,,,,,,,,
Tabdi,25432,község,Bács-Kiskun,039 0,Kiskőrösi,Kiskőrös,2 ,[Helyben],"2,139",997,542,,,,,,,,,,,,,,
Táborfalva,08332,nagyközség,Pest,125 0,Dabasi,Dabas,1 ,–,"4,205",3324,1506,,,,,,,,,,,,,,
Tác,29267,község,Fejér,085 0,Székesfehérvári,Székesfehérvár,2 ,[Helyben],"4,569",1690,619,,,,,,,,,,,,,,
Tagyon,17039,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,5 ,Zánka,276,123,40,,,,,,1,,,,,,,,
Tahitótfalu,31963,község,Pest,135 0,Szentendrei,Szentendre,2 ,[Helyben],"3,917",6358,2446,,,,,,,,,,,,,,
Takácsi,13125,község,Veszprém,187 0,Pápai,Pápa,5 ,Vaszar,"1,913",808,355,,,,,,,,,,,,,,
Tákos,29911,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5 ,Csaroda,"1,082",330,138,,,,,,,,,,,,,,
Taksony,30720,nagyközség,Pest,136 0,Szigetszentmiklósi,Szigetszentmiklós,1 ,–,"2,085",6815,2554,,,,,,1,,,,,,,,
Taktabáj,03708,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,5 ,Bodrogkeresztúr,"1,682",570,203,,,,,,,,,,,,,,
Taktaharkány,18245,nagyközség,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,1 ,–,"3,913",3447,1284,,,,,,,,,,,,,,
Taktakenéz,28787,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,5 ,Prügy,"1,974",1064,368,,,,,,,,1,,,,,,
Taktaszada,03133,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,1 ,–,"2,574",1739,634,,,,,,,,1,,,,,,
Taliándörögd,17321,község,Veszprém,189 0,Tapolcai,Tapolca,5 ,Monostorapáti,"2,807",745,315,,,,,,,,,,,,,,
Tállya,12210,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,2 ,[Helyben],"3,796",1540,940,,,,,,,,1,,,,,,
Tamási,24563,város,Tolna,174 1,Tamási,Tamási,1 ,–,"11,195",7408,3825,,,,,,1,,1,,,,,,
Tanakajd,16212,község,Vas,181 0,Szombathelyi,Szombathely,5 ,Vasszécseny,"1,182",787,280,,,,,,,,,,,,,,
Táp,14261,község,Győr-Moson-Sopron,090 0,Pannonhalmi,Pannonhalma,5 ,Pázmándfalu,"1,988",721,299,,,,,,,,,,,,,,
Tápióbicske,15015,község,Pest,131 0,Nagykátai,Nagykáta,1 ,–,"4,848",3655,1505,,,,,,,,1,,,,,,
Tápiógyörgye,17303,község,Pest,131 0,Nagykátai,Nagykáta,1 ,–,"5,331",3590,1492,,,,,,,,,,,,,,
Tápióság,09405,község,Pest,131 0,Nagykátai,Nagykáta,1 ,–,"3,354",2674,1148,,,,,,,,,,,,,,
Tápiószecső,31796,nagyközség,Pest,131 0,Nagykátai,Nagykáta,1 ,–,"3,838",6119,2404,,,,,,,,1,,,,,,
Tápiószele,14146,város,Pest,131 0,Nagykátai,Nagykáta,1 ,–,"3,699",5835,2364,,,,,,,,1,,,,,,
Tápiószentmárton,14571,nagyközség,Pest,131 0,Nagykátai,Nagykáta,1 ,–,"10,291",5717,2516,,,,,,,,1,,,,,,
Tápiószőlős,02769,község,Pest,124 0,Ceglédi,Cegléd,1 ,–,"3,181",2870,1334,,,,,,,,,,,,,,
Táplánszentkereszt,32045,község,Vas,181 0,Szombathelyi,Szombathely,1 ,–,"2,008",2583,889,,,,,,,,,,,,,,
Tapolca,29434,város,Veszprém,189 1,Tapolcai,Tapolca,2 ,[Helyben],"6,345",13829,6889,,,,,,1,,1,,,,,,
Tapsony,24615,község,Somogy,144 0,Marcali,Marcali,5 ,Mesztegnyő,"3,161",577,375,,,,,,,,1,,,,,,
Tápszentmiklós,21971,község,Győr-Moson-Sopron,090 0,Pannonhalmi,Pannonhalma,2 ,[Helyben],"2,075",889,343,,,,,,,,,,,,,,
Tar,32896,község,Nógrád,118 0,Pásztói,Pásztó,5 ,Szurdokpüspöki,"2,734",1727,834,,,,,,,,1,,,,,,
Tarany,16735,község,Somogy,145 0,Nagyatádi,Nagyatád,5 ,Kutas,"5,468",1104,454,,,,,,,,1,,,,,,
Tarcal,21740,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,2 ,[Helyben],"5,372",2569,1261,,,,,,,,,,,,,,
Tard,08165,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,5 ,Szomolya,"4,047",1008,561,,,,,,,,,,,,,,
Tardona,14784,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,5 ,Mályinka,"1,230",971,426,,,,,,,,,,,,,,
Tardos,30225,község,Komárom-Esztergom,114 0,Tatai,Tata,2 ,[Helyben],"2,332",1574,705,,,,,,,,,,,,1,,
Tarhos,33075,község,Békés,045 0,Békési,Békés,5 ,Murony,"5,745",734,355,,,,,,,,,,,,,,
Tarján,18935,község,Komárom-Esztergom,115 0,Tatabányai,Tatabánya,1 ,–,"4,307",2771,1079,,,,,,1,,,,,,,,
Tarjánpuszta,33914,község,Győr-Moson-Sopron,090 0,Pannonhalmi,Pannonhalma,5 ,Écs,844,428,158,,,,,,,,,,,,,,
Tárkány,20987,község,Komárom-Esztergom,111 0,Kisbéri,Kisbér,2 ,[Helyben],"6,494",1420,608,,,,,,,,1,,,,,,
Tarnabod,32966,község,Heves,108 0,Hevesi,Heves,5 ,Tarnazsadány,"1,033",718,176,,,,,,,,1,,,,,,
Tarnalelesz,13240,község,Heves,109 0,Pétervásárai,Pétervására,2 ,[Helyben],"3,713",1498,621,,,,,,,,1,,,,,,
Tarnaméra,23348,község,Heves,108 0,Hevesi,Heves,2 ,[Helyben],"2,826",1475,723,,,,,,,,,,,,,,
Tarnaörs,14128,község,Heves,108 0,Hevesi,Heves,2 ,[Helyben],"3,028",1828,706,,,,,,,,1,,,,,,
Tarnaszentmária,09052,község,Heves,104 0,Egri,Eger,5 ,Verpelét,"1,100",213,180,,,,,,,,,,,,,,
Tarnaszentmiklós,16160,község,Heves,108 0,Hevesi,Heves,5 ,Pély,"3,500",738,392,,,,,,,,,,,,,,
Tarnazsadány,17163,község,Heves,108 0,Hevesi,Heves,2 ,[Helyben],"2,519",1205,443,,,,,,,,1,,,,,,
Tárnok,04154,nagyközség,Pest,127 0,Érdi,Érd,1 ,–,"2,361",10548,3810,,,,,,,,,,,,1,,
Tárnokréti,04172,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,5 ,Bősárkány,954,166,104,,,,,,,,,,,,,,
Tarpa,04312,nagyközség,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,2 ,[Helyben],"4,973",2184,881,,,,,,,,1,,,,,,
Tarrós,15635,község,Baranya,025 0,Hegyháti,Sásd,5 ,Vásárosdombó,529,92,52,,,,,,,,,,,,,,
Táska,13693,község,Somogy,144 0,Marcali,Marcali,5 ,Pusztakovácsi,"2,598",332,192,,,,,,,,1,,,,,,
Tass,20525,község,Bács-Kiskun,043 0,Kunszentmiklósi,Kunszentmiklós,1 ,–,"7,473",2836,1323,,,,,,,,1,,,,,,
Taszár,04932,község,Somogy,143 0,Kaposvári,Kaposvár,1 ,–,"1,729",1718,822,,,,,,,,,,,,,,
Tát,08758,város,Komárom-Esztergom,110 0,Esztergomi,Esztergom,1 ,–,"1,206",5116,2066,,,,,,1,,,,,,,,
Tata,20127,város,Komárom-Esztergom,114 1,Tatai,Tata,2 ,[Helyben],"7,814",23663,10793,,,,,1,1,,1,,,,,,
Tatabánya,18157,"megyeszékhely, megyei jogú város",Komárom-Esztergom,115 1,Tatabányai,Tatabánya,1 ,–,"9,142",64785,31550,,,1,,1,1,,1,1,,,1,,1
Tataháza,14544,község,Bács-Kiskun,034 0,Bácsalmási,Bácsalmás,5 ,Kunbaja,"2,610",1054,639,,,,,,,,,,,,,,
Tatárszentgyörgy,27386,község,Pest,125 0,Dabasi,Dabas,1 ,–,"5,506",1855,670,,,,,,,,1,,,,,,
Tázlár,24998,község,Bács-Kiskun,039 0,Kiskőrösi,Kiskőrös,5 ,Bócsa,"7,338",1655,821,,,,,,,,,,,,,,
Téglás,23214,város,Hajdú-Bihar,098 0,Hajdúhadházi,Hajdúhadház,1 ,–,"3,833",6304,2401,,,,,,,,,,,,,,
Tekenye,24703,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,5 ,Zalaszentgrót,696,408,249,,,,,,,,,,,,,,
Tékes,27702,község,Baranya,025 0,Hegyháti,Sásd,5 ,Vásárosdombó,"1,256",188,102,,,,,,,,1,,,,,,
Teklafalu,32072,község,Baranya,033 0,Szigetvári,Szigetvár,5 ,Kétújfalu,"1,676",316,126,,,,,,,,1,,,,,,
Telekes,29568,község,Vas,182 0,Vasvári,Vasvár,5 ,Kám,"1,081",424,192,,,,,,,,,,,,,,
Telekgerendás,12681,község,Békés,046 0,Békéscsabai,Békéscsaba,5 ,Újkígyós,"7,237",1395,662,,,,,,,,,,,,1,,
Teleki,23968,község,Somogy,146 0,Siófoki,Siófok,5 ,Balatonföldvár,805,187,107,,,,,,,,,,,,,,
Telki,08280,község,Pest,123 0,Budakeszi,Budakeszi,1 ,–,"1,047",4466,1542,,,,,,,,,,,,,,
Telkibánya,13763,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,2 ,[Helyben],"4,682",557,374,,,,,,,,,,,,,,
Tengelic,06901,község,Tolna,172 0,Paksi,Paks,1 ,–,"7,093",2007,980,,,,,,,,,,,,,,
Tengeri,13675,község,Baranya,030 0,Sellyei,Sellye,5 ,Baksa,446,60,30,,,,,,,,,,,,,,
Tengőd,32416,község,Somogy,147 0,Tabi,Tab,5 ,Kapoly,"3,021",378,259,,,,,,,,,,,,,,
Tenk,14076,község,Heves,108 0,Hevesi,Heves,5 ,Heves,"1,234",1080,464,,,,,,,,,,,,,,
Tényő,11457,község,Győr-Moson-Sopron,087 0,Győri,Győr,5 ,Kajárpéc,"2,638",1781,738,,,,,,,,,,,,,,
Tépe,31042,község,Hajdú-Bihar,096 0,Derecskei,Derecske,5 ,Derecske,"2,322",1002,407,,,,,,,,,,,,,,
Terem,33358,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,5 ,Nyírcsászári,"4,950",568,280,,,,,,,,,,,,,,
Terény,04844,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,5 ,Bercel,"2,435",343,245,,,,,,,,,,,,1,,
Tereske,24174,község,Nógrád,119 0,Rétsági,Rétság,5 ,Kétbodony,"1,703",667,307,,,,,,,,1,,,,,,
Teresztenye,28635,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5 ,Perkupa,869,22,30,,,,,,,,,,,,,,
Terpes,12229,község,Heves,109 0,Pétervásárai,Pétervására,5 ,Sirok,220,205,98,,,,,,,,1,,,,,,
Tés,20570,község,Veszprém,190 0,Várpalotai,Várpalota,5 ,Öskü,"4,903",796,425,,,,,,,,,,,,,,
Tésa,19248,község,Pest,137 0,Szobi,Szob,5 ,Kemence,437,87,44,,,,,,,,,,,,,,
Tésenfa,32744,község,Baranya,031 0,Siklósi,Siklós,5 ,Kovácshida,840,145,81,,,,,,,,1,,,,,,
Téseny,20978,község,Baranya,030 0,Sellyei,Sellye,5 ,Baksa,"1,208",297,103,,,,,,,,1,,,,,,
Teskánd,08828,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,2 ,[Helyben],485,1254,489,,,,,,,,,,,,,,
Tét,19035,város,Győr-Moson-Sopron,092 1,Téti,Tét,2 ,[Helyben],"5,636",4205,1669,,,,,,,,1,,,,,,
Tetétlen,19691,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,2 ,[Helyben],"3,211",1231,504,,,,,,,,1,,,,,,
Tevel,31459,község,Tolna,170 0,Bonyhádi,Bonyhád,2 ,[Helyben],"2,527",1202,560,,,,,,1,,1,,,,,,
Tibolddaróc,30447,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,2 ,[Helyben],"3,032",1179,652,,,,,,,,,,,,,,
Tiborszállás,08952,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,5 ,Mérk,"2,552",848,360,,,,,,,,,,,,,,
Tihany,30465,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,2 ,[Helyben],"2,733",1330,840,,,,,,,,,,,,,,
Tikos,17844,község,Somogy,144 0,Marcali,Marcali,5 ,Balatonszentgyörgy,335,135,50,,,,,,,,,,,,,,
Tilaj,27951,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5 ,Nagykapornak,816,190,106,,,,,,,,,,,,,,
Timár,24475,község,Szabolcs-Szatmár-Bereg,157 0,Nyíregyházi,Nyíregyháza,5 ,Tiszanagyfalu,"2,182",1160,479,,,,,,,,1,,1,,,,
Tinnye,07108,község,Pest,133 0,Pilisvörösvári,Pilisvörösvár,2 ,[Helyben],"1,614",1950,761,,,,,,,,,,,,,,
Tiszaadony,09423,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5 ,Tiszakerecseny,"1,563",570,243,,,,,,,,1,,,,,,
Tiszaalpár,24545,nagyközség,Bács-Kiskun,044 0,Tiszakécskei,Tiszakécske,1 ,–,"9,113",4767,2235,,,,,,,,1,,,,,,
Tiszabábolna,02291,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,5 ,Mezőkövesd,"3,269",259,278,,,,,,,,,,,,,,
Tiszabecs,17817,nagyközség,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,2 ,[Helyben],"1,714",1055,419,,,,,,,,1,,,,,,
Tiszabercel,03850,község,Szabolcs-Szatmár-Bereg,151 0,Ibrányi,Ibrány,2 ,[Helyben],"3,138",1731,720,,,,,,,,1,,,,,,
Tiszabezdéd,20172,község,Szabolcs-Szatmár-Bereg,160 0,Záhonyi,Záhony,2 ,[Helyben],"1,864",1672,651,,,,,,,,1,,,,,,
Tiszabő,10773,község,Jász-Nagykun-Szolnok,164 0,Kunhegyesi,Kunhegyes,1 ,–,"3,504",2239,432,,,,,,,,1,,,,,,
